258.44,-265.49,530.88,560.7,0.18854,0.0022247,0.0017153,0.32131,3.8023,3.1643,0.25383
129.76,-137.16,273.52,304.64,0.99378,0.064978,0.5,0.5,4.3966,7.2844,2.2327
286.57,-293.15,587.14,617.84,0.17471,0.02905,0.48764,0.24905,3.4298,1.3389,0.77978
243.61,-250.4,501.21,530.94,0.19787,0.056016,0.0046056,0.69703,5.0139,3.8453,0.24024
251.65,-259.29,517.3,546.54,0.20616,0.0085723,0.02487,0.00099321,6.0015,5.2095,0.18465
165.16,-174.57,344.31,374.38,0.24096,0.026363,0.0099307,0.002947,12.078,8.3647,0.32013
155.62,-166.25,325.25,354.8,0.81406,0.00050457,0.41191,0.032249,14.417,11.617,0.27084
173.26,-180.73,360.51,390.75,0.27071,0.40496,0.011043,0.55684,7.225,7.6414,0.3293
332.37,-341.51,678.75,708.54,0.020882,6.0773e-05,0.00023233,0.0002432,1.5152,6.8991,0.69457
190.21,-202.84,394.41,423.73,0.010339,0.00026185,0.0097653,0.0014765,13.323,16.712,0.31696
294.48,-302.01,602.96,632.24,0.0008106,0.97475,0.0070982,0.94587,5.4667,3.0169,0.32801
250.69,-258.57,515.38,546.4,0.00014383,0.88517,0.18564,0.86966,1.3087,5.0747,2.9896
243.16,-250.12,500.31,528.98,0.82036,0.098978,0.8962,0.0024741,5.6843,3.5113,0.12878
315.63,-322.32,645.27,674.54,0.69502,0.02213,0.11221,0.0079227,2.8236,2.9268,0.29512
118.2,-125.99,250.4,281.49,0.18346,0.0013162,0.6564,0.015683,2.7848,8.2847,1.8776
148.11,-155.72,310.22,341.27,0.067898,0.00012607,0.5,0.0044801,3.409,5.0175,1.6786
91.909,-99.452,197.82,224.62,0.74027,0.9658,0.87086,0.0014481,4.1942,0.72642,-0.49673
119.15,-126.5,252.29,283.37,0.22041,0.0011293,0.49999,0.032565,2.7271,6.5687,1.7687
293.79,-300.31,601.57,631.83,0.073842,0.57007,0.015622,0.49774,2.9648,4.5714,0.63424
171.64,-178.83,357.28,384.62,0.55589,0.97502,0.56786,0.01651,1.2303,1.2283,-1.2801
153.64,-163.55,321.28,350.62,0.25835,0.081016,0.0011692,0.00046998,14.48,6.3035,0.16944
177.88,-186.66,369.77,399.86,0.17885,0.003889,0.0028156,0.019228,10.309,6.5955,0.29713
293.05,-302.44,600.1,630.45,0.0064371,0.00023512,0.040014,0.0004098,3.7264,11.393,0.66466
192.62,-200.81,399.24,428.8,0.57151,0.051224,0.0691,0.00043849,8.3819,7.0838,0.20137
93.206,-105.39,200.41,230.2,0.40339,0.014734,0.015507,0.00049045,22.171,7.6512,0.19514
65.571,-72.586,145.14,176.22,0.82176,0.24908,0.1962,0.2108,4.5802,8.0244,1.1111
27.549,-34.459,69.097,95.454,0.58251,0.79815,0.0027244,0.87687,4.1704,1.3494,-0.79693
291.95,-299.1,597.9,627.18,0.42051,0.063664,0.0042775,0.0043904,2.1733,5.0312,0.26824
333.31,-340.53,680.63,710.17,0.095377,0.25698,0.011481,0.90617,0.91101,1.5865,0.60266
203.62,-216.9,421.24,450.89,0.012431,0.00012109,0.00035792,0.00015656,9.4837,20.185,0.34223
189.9,-198.2,393.8,423.23,0.29412,0.039075,0.0013112,0.97945,3.8429,10.696,0.13859
213.81,-222.1,441.63,471.02,0.057214,0.0093584,0.00050111,0.026833,7.5458,6.4069,0.19721
67.199,-80.607,148.4,177.89,0.51721,0.0027877,0.0031698,0.00071608,21.556,12.496,0.13384
318.23,-326.04,650.47,679.49,0.97388,0.73545,0.38136,0.95964,0.88284,0.5656,0.21181
164.65,-174.21,343.29,373.18,0.26769,0.00038888,0.0081793,0.00042295,10.359,8.1065,0.25002
156.85,-168.04,327.69,357.17,0.17723,0.0010643,0.0098536,0.0002833,19.016,4.6624,0.19638
63.109,-72.232,140.22,171.24,0.21889,0.036646,0.013614,0.05185,2.3398,14.461,1.7768
221.2,-228.8,456.41,487.23,0.21286,0.091388,0.16771,0.044315,1.1046,7.317,2.3843
119.23,-127.65,252.46,279.6,0.97515,0.22391,0.96958,0.00055747,4.1588,10.648,-0.24824
267.2,-274.97,548.4,578.64,0.19352,0.0017792,0.012257,0.0025441,4.7255,6.2536,0.51143
97.456,-104.8,208.91,240.02,0.96988,0.14261,0.034463,0.5,2.1649,6.5525,2.7459
194.72,-202.07,403.45,433.32,0.12356,0.16358,0.24877,0.44499,5.313,9.3689,0.25821
99.469,-107.33,212.94,244.05,0.045064,0.024354,0.5,0.051729,3.5222,9.8748,1.8625
106.68,-117.93,227.35,257.32,0.85054,0.083613,0.17811,0.028815,19.112,10.694,0.27943
230.43,-238.8,474.86,504.15,0.15645,0.00068601,0.03335,0.00026713,7.9971,4.97,0.19489
157.38,-166.26,328.76,359.46,0.15611,0.0053217,0.040896,0.0040509,7.4035,10.584,0.55652
259.15,-266.54,532.31,562.75,0.55103,0.00058896,0.29589,0.0067479,1.8425,5.7305,1.0044
147.03,-156.16,308.05,338.82,0.16575,0.029124,0.21644,0.00099848,7.5304,12.234,0.57858
275.73,-283.11,565.45,593.93,0.1053,0.016435,0.99285,0.00087618,2.2177,2.036,-0.010666
320.31,-329.1,654.61,684.79,0.7751,0.99093,0.00063125,0.99138,3.0408,0.26999,0.49829
0.054354,-6.3623,14.109,40.377,0.5,0.5,0.47049,0.49398,4.328,3,-2.1168
168.57,-183.83,351.15,380.71,0.0080358,0.00032001,0.00031847,0.00012518,20.153,17.322,0.34057
109.84,-126.93,233.67,263.69,0.022961,0.0084087,0.0029681,0.0015335,16.921,29.856,0.36752
154.44,-163.53,322.87,351.22,0.1466,0.00072121,0.013957,0.02604,8.1445,10.406,0.025467
186.19,-192.97,386.39,416.35,0.52264,0.10628,0.0035128,0.73285,4.8533,4.651,0.20869
226.04,-232.74,466.08,496.03,0.29876,0.024363,0.011956,0.86321,4.2684,3.4848,0.25148
260.86,-268.6,535.72,565.2,0.15786,0.00029548,0.16004,0.0031946,5.6778,5.7468,0.25726
265.51,-273.25,545.01,573.99,0.0012647,0.057836,0.00096671,0.11445,6.5761,2.3253,0.17935
168.67,-177.76,351.34,381.55,0.41379,0.030254,0.044186,0.031763,11.85,9.0563,0.36315
271.37,-278.72,556.74,587.12,0.034765,0.087082,0.0010794,0.59416,1.2319,4.5471,1.3938
190.31,-199.41,394.62,423.9,0.42314,0.00091477,0.54613,0.018904,9.5404,10.585,0.2275
246.49,-254.01,506.97,536.79,0.54703,0.18776,0.044983,0.0024185,1.4106,7.6249,0.57582
127.61,-138.62,269.22,297.23,0.1763,0.0022496,0.39862,0.0027368,14.375,12.806,0.091801
163.37,-173.96,340.73,369.42,0.00058606,0.4689,0.0011336,0.39402,18.526,1.8375,0.2121
293.43,-301.6,600.85,629.75,0.0061488,0.021774,0.99185,0.0017129,3.5558,0.67465,0.14982
328.98,-336.38,671.96,702.28,0.28874,0.012116,0.35729,0.70701,1.3174,0.65036,1.0372
141.33,-147.77,296.66,327.78,0.17295,0.35325,0.5,0.5,4.37,3.9901,2.1857
